author_code;author_name;lobby_index;google_h_index;prod_bag;nationality;doc_begin;doc_end

K4758914D2;Edvaldo da Silva Pires;1;0;;Brasil;2007;2012

K4779723E1;Susanna Sirotinskaya;1;0;;;;
K4764914D2;Marcos de Almeida Leone Filho;1;0;;;;
K4768166Z6;Aldo Kazumi Kuzuo;1;0;;;;
K4730128A0;Marx Gomes Van der Linden;1;0;;;;
K4283195U3;Rodolpho Freire;1;0;;;;
K4742936J5;Marcos Antonio de Matos Laia;1;0;;Brasil;2009;2013

K4716927T9;Wagner Nahas Ribeiro;1;0;;Brasil;2006;2011

K4701230E8;Ruy Ferreira;1;18;;Brasil;2003;2008

K4774424A1;Naomi James Sutcliffe de Moraes;1;1;;;;
K4780774Z7;Maria de Fátima Ramos Brandão;1;0;;Brasil;2003;2009

K4787039Y6;Theldo Cruz Franqueira;1;0;;Brasil;1998;2002

K4775905H2;Maria do Carmo Gomes da Silveira;1;0;;Brasil;1999;2003

K4764971P0;Claudio Soriano de Souza Brandão;1;0;;Brasil;2006;2010

K4483506H1;David Renato Carreta Dominguez;1;0;;Brasil;1988;1993

K4707794P9;Mauricio Cunha Escarpinati;1;6;;Brasil;2002;2007

K4778394P0;Rodrigo Pavão;1;0;;;;
K4795589H4;Carlos Machado de Oliveira;1;5;;Brasil;2000;2004

K4421174T9;Leonardo Fialho de Queiroz;1;0;;;;
K4705820U5;Nardênio Almeida Martins;1;0;;Brasil;2007;2010

K4703406P6;Paulo de Tarso Gomes;1;0;;Brasil;1995;1998

K4786973T4;Paulo Roma Cavalcanti;1;11;;Brasil;1986;1992

K4765851H6;Vagner Santos da Rosa;1;0;;Brasil;2006;2010

K4797539D7;Ricardo Pannain;1;0;;Brasil;1989;1999

K4771631P7;Roberto Colistete Júnior;1;0;;Brasil;1998;2002

K4786011Y6;Sergio Peters;1;0;;Brasil;1990;1994

K4787856J6;Sergio Vianna Fialho;1;0;;Brasil;1987;1992

K4769260Z6;Daniel de Oliveira Cunha;1;0;;Brasil;2004;2008

K4734000E6;Valdinei Freire da Silva;1;5;;Brasil;2003;2009

K4130318H0;Alzira Ferreira da Silva;1;0;;Brasil;2004;2009

K4735462Y2;Anderson Fraiha Machado;1;3;;Brasil;2008;2013

K4221578T0;Ana Karina de Oliveira Rocha;1;0;;;;
K4798525J4;Alessandro Lameiras Koerich;1;0;PQ-2
;Brasil;1998;2002

K4769895T5;Angelo Fausti Neto;1;17;;Brasil;2004;2008

K4736051D6;Daniela Vieira Cunha;1;0;;Brasil;2002;2006

K4511465J1;Cesar Akira Yokomizo;1;0;;;;
K8207670T5;Roseli Paixão dos Santos;1;0;;;;
K4703095Z3;Luiz Cláudio Dalmolin;1;0;;;;
K4763633Z8;Adriana Racco;1;0;;Brasil;1999;2003

K4779016E6;Denise Lazzeri Gastaldo;1;0;;Brasil;2005;2010

K4713502A6;André da Costa Pinho;1;0;;;;
K4713045J2;Claudinei Walker da Silva;1;2;;;;
K4219390H9;Valquiria Fenelon Pereira;1;4;;;;
K4702970Y5;Márcio Roberto Machado da Silva;1;0;;;;
K4704290E4;Fabiano João Leoncio de Padua;1;0;;;;
K4708883D3;Patrícia da Conceição Fantinel;1;3;;;;
K4709994A2;André Luiz Carneiro de Araújo;1;0;;;;
K4768904H4;Leonardo Marques Rocha;1;6;;;;
K4787274T0;André Luiz Morelato França;1;0;;Brasil;1977;1982

K4799925P6;Angelo Cesar Colombini;1;0;;Brasil;1996;1999

K4700145U7;Eduardo Marmo Moreira;1;0;;;;
K4778011U8;Eugenio Afonso Pinto Merhi;1;;;Brasil;;

K4797179E9;Fabio Gagliardi Cozman;1;30;PQ-1C
;Brasil;1992;1997

K4769470U9;Fernanda Maria da Cunha Santos;1;0;;Brasil;2009;2013

K4786494Z6;Fernando Deeke Sasse;1;2;;Brasil;1992;1997

K4796184J1;Fernando Ricardo Xavier da Silveira;1;9;;Brasil;1988;1989

K4781979T5;Gerson Henrique Pfitscher;1;0;;Brasil;1978;1980

K4703305Z9;Helianildes Silva Ferreira;1;0;;Brasil;1996;2003

K4705087E9;Henrique de Oliveira Henriques;1;0;;Brasil;2000;2003

K4782566Z5;Hermano Andrade Cabral;1;0;;Brasil;1994;2000

K4718941E5;Hernani Dimantas;1;5;;Brasil;2007;2010

K4768190Y9;Ivan Ramos Pagnossin;1;3;;Brasil;2004;2007

K4781858Y1;Jansle Vieira Rocha;1;0;;Brasil;1989;1992

K4791231H9;Joao Marques Salomao;1;0;;Brasil;2002;2007

K4795187P0;José Álvaro de Paiva;1;0;;Brasil;2003;2007

K4782175J3;Julio Leao da Silva Junior;1;11;;Brasil;1994;1999

K4798878Y0;Kelvin Lopes Dias;1;9;PQ-2
;Brasil;2000;2004

K4794285D9;Lamartine Vilar de Souza;1;0;;Brasil;2008;2012

K4730790T1;Leandro Zerbinatti;1;0;;Brasil;2005;2010

K4766343Y1;Lorena Sophia Campos de Oliveira;1;0;;Brasil;2006;2010

K4785731J7;Luigi Carro;1;32;PQ-1B
;Brasil;1991;1996

K4786863A0;Luiz Guilherme Silva Duarte;1;0;;Brasil;1992;1997

K4727303H6;Marcelo Novaes de Rezende;1;0;;Brasil;1990;1995

K4783531E3;Marcos da Fonseca Elia;1;0;;Brasil;1978;1981

K4799151J8;Marcos Fischborn;1;0;;Brasil;2002;2006

K4245771A5;Víctor Costa da Silva Campos;1;0;;;;
K4769909U8;Miguel Schumacher Mainieri;1;0;;Brasil;2001;2006

K4781767H4;Arion de Castro Kurtz-dos-Santos;1;0;;Brasil;1988;1992

K4773354U5;Nilton Cesar Furtado Canto;1;0;;Brasil;2003;2008

K4237683T6;Igor Carboni Oliveira;1;0;;;;
K4798734Y2;Olimpio Murilo Capeli;1;0;;Brasil;1998;2001

K4707640D7;Marcos Cesar Ferreira Moreira;1;0;;;;
K4480611D8;Patrícia dos Santos Matta;1;0;;Brasil;2001;2007

K4734300U6;Pier Marco Ricchetti;1;0;;Brasil;2009;2012

K4446469Z1;Estefânio Alves Pereira;1;0;;;;
K4796509Z2;Raul Colcher;1;0;;Brasil;2007;2012

K4708797A6;Anderson Jackle Ferreira;1;0;;Brasil;2006;2009

K4764946P8;Luis Claudio Gambôa Lopes;1;0;;;;
K4707596T7;Gentil Cutrim Serra Júnior;1;0;;;;
K4755341E3;Alcimar Silva de Queiroz;1;0;;Brasil;2006;2010

K4788588H7;Ricardo Felipe Custodio;1;10;;Brasil;1997;1999

K4792813E0;Ana Carolina Arruda de Toledo Murgel;1;0;;Brasil;2006;2010

K4707078U6;Roberto Jacobe Rodrigues;1;0;;Brasil;1999;2005

K4763203Y2;Ronaldo Arias;1;0;;Brasil;2006;2012

K4791629Y0;Celso José Faria de Araújo;1;0;;Brasil;2006;2011

K4734668D7;Ulisses Frazão de Oliveira Tiburcio;1;0;;Brasil;2006;2009

K4723344P0;Rosa Amelita Sa Menezes da Motta;1;0;;Brasil;2001;2004

K4793541D9;Samuel Jurkiewicz;1;0;;Brasil;1991;1996

K4772281T5;Daniele El Jaick Bentes de Souza Chenu;1;0;;;;
K4709842Z7;Carlos Alberto da Silva Neto;1;0;;;;
K4184925Z6;Tércio Alberto dos Santos Filho;1;0;;Brasil;2008;2012

K4701931D6;Udilma da Conceição Serrão Nascimento;1;0;;Brasil;2000;2007

K4415556Z4;Mariana Ferraz dos Santos;1;0;;;;
K4761122T1;Adriano Galindo Leal;1;0;;Brasil;2002;2006

K4232564H6;Carlos Eduardo Guerra Silva;1;0;;;;
K4779100T4;Tiago Alves da Fonseca;1;0;;;;
K4784254A9;Ausberto Silverio Castro Vera;1;0;;Peru;1990;1995

K4758426T7;Adonai Teles de Siqueira e Sousa;1;0;;Brasil;2006;2010

K4706307A1;Rosimarci Pacheco Tonaco-Basbaum;1;0;;;;
K4768095Z6;Daniele Quintella Mendes Madureira;1;0;;Brasil;2002;2006

K4791289P6;Elmo Batista de Faria;1;0;;Brasil;1996;2003

K4230118P4;Diogo Caetano Garcia;1;0;;Brasil;2008;2012

K4308927Z8;Duciel Lima Teixeira;1;0;;;;
K4209710U7;Luiz Henrique Pereira Pêgas;1;0;;;;
K4777664J1;Adriel Mota Ziesemer Junior;1;0;;;;
K4760578J7;José Otávio Motta Pompeu e Silva;1;0;;;;
K4763865T6;Adriano Roberto de Lima;1;9;;Brasil;1997;2000

K4746023Y7;Carlos Eduardo Costa Bessa;1;0;;;;
K4771440P4;Ligia Maria Carvalho Sousa Cordeiro;1;0;;;;
K4784787H6;Gilson Oliveira Barreto;1;1;;;;
K4710003D2;Marco Antonio Melo Bortoletto;1;0;;;;
K4705795Z5;José Humberto Araújo Monteiro;1;0;;;;
K4734613J2;Wellington Carlos Lopes;1;0;;;;
K4214479U0;Sérgio Servilha de OlIveira;1;0;;;;
K4799304Y5;Aldenor Falcao Martins;1;0;;;;
K4133980H4;Edésio Hernane Paulicena;1;0;;Brasil;2004;2011

K4709931D3;Cleber Magalhães Gomes;1;0;;Brasil;1989;1992

K4489789A4;Carolina Müller;1;46;;;;
K4794506Y0;Donaldo de Souza Dias;1;0;;Brasil;1980;1984

K4750325J6;Alexandre de Barros Barreto;1;3;;;;
K4511602J8;Alessandra Henriques Ferreira;1;0;;Brasil;2008;2012

K4162772Z9;Rafael Gressler Milbradt;1;0;;;;
K4761729H6;Angelo Sebastiao Zanini;1;0;;Brasil;1993;1999

K4564409D6;Fabiano Rodrigues Ferreira;1;1;;;;
K4208197D4;Jonas Gomes Filho;1;0;;;;
K4730108Z7;Eugênio da Silva;1;0;;Brasil;2002;2006

K4137250A8;Fernando Otaviano Campos;1;8;;Brasil;2008;2012

K4763609E4;Flavia Beatriz Rodrigues Prisco da Cunha;1;0;;Brasil;1998;2003

K4707367D3;Gélson da Cruz Júnior;1;0;;Brasil;1994;1998

K4259098D3;Hermeson Nobrega Barros de Oliveira;1;0;;Brasil;2005;2008

K4777471U1;Hilton de Oliveira Mota;1;5;;Brasil;2001;2005

K4797664D7;Jamil Salem Barbar;1;0;;Brasil;1993;1998

K4705760Z3;Janaina Veiga;1;0;;Brasil;2000;2005

K4787674Z9;Joel Guilherme da Silva Filho;1;0;;Brasil;1977;1979

K4786953U2;Jorge Futoshi Yamamoto;1;3;;Brasil;1986;1991

K4721700P6;José Felippe Beaklini Filho;1;0;;Brasil;1979;1984

K4786935U5;José Franco Machado do Amaral;1;0;;Brasil;1999;2003

K4786561D8;Joyce do Valle;1;0;;Brasil;1995;1999

K4791130U2;Leandro Costa de Oliveira;1;1;;Brasil;1998;2003

K4704117P8;Luciano Gonda;1;0;;Brasil;2005;2010

K4781746Z4;Luciano Rogerio de Lemos Meira;1;0;;Brasil;1987;1991

K4799929T6;Luiz Fernando Etrusco Moreira;1;0;;Brasil;1999;2003

K4728269J5;Marcelo Adorni Pereira;1;0;;Brasil;1995;2000

K4795404Z2;Marcelo Alves da Silva;1;9;;Brasil;2002;2006

K4798807A7;Marcelo Gonçalves Narciso;1;0;;Brasil;1994;1998

K4768259J5;Marcelo Götz;1;0;;Brasil;2004;2007

K4797276J1;Marcos Ricardo Alcântara Morais;1;0;;Brasil;1999;2004

K4732626A4;Marcos Rogério Széliga;1;0;;Brasil;2000;2003

K4796010A9;Adriano Petry;1;5;;Brasil;1998;2002

K4718410U1;Akio Nogueira Barbosa;1;0;;;;
K4241002D2;Felipe Leal Valentim;1;0;;;;
K4337403U6;Aniele Silva Carvalho Costa;1;0;;;;
K4228365E2;Marcio Espíndola Freire Maia;1;0;;;;
K4168588P5;Giulliano Vieira Mesquita;1;0;;;;
K4777219E7;Maria Lucia Acar;1;0;;;;
K4707514D0;Samuel César Mota de Paula;1;0;;Brasil;1998;2003

K4771989Y8;Maria Alice de Almeida Coutinho;1;0;;Brasil;2003;2008

K4135308U2;Leandro Prearo Millan;1;0;;;;
K4785538A2;Marina de Fátima de Sá Rebelo;1;11;;Brasil;1995;2005

K4798087E2;Mauricio Marengoni;1;9;;Brasil;1994;2002

K4796278A0;Mauro Sergio Pereira Fonseca;1;0;PQ-2
;Brasil;2000;2003

K4295778Y1;Marcelo Archanjo Jose;1;0;;;;
K4799808Z6;Miguel Franklin de Castro;1;0;;Brasil;2001;2004

K4757934A4;Miguel Angelo Laporta Nicolelis;1;0;;Brasil;1988;1989

K4709470D2;Marley Lamounier Machado;1;0;;;;
K4705215D1;Jahyr Gonçalves Neto;1;0;;;;
K4779557P4;Odilon Antonio Leme da Costa;1;0;;Brasil;2002;2006

K4751013P8;Dionísio Doering;1;0;;;;
K4795369T0;Vilar Fiuza da Camara Neto;1;5;;Brasil;2006;2012

K4781007Z1;Paulino Ng;1;0;;Brasil;1986;1990

K4449121Y7;José Haroldo Cavalcante de Morais;1;0;;;;
K4761745Z9;Paulo Sérgio da Silva;1;21;;Brasil;1995;2004

K4795877Y2;Alexsandro Santos Soares;1;2;;Brasil;2003;2007

K4723519U4;Vladimir Costa de Alencar;1;0;;Brasil;2005;2009

K4762629E6;Alexandre DallaRosa;1;0;;;;
K4213837D8;Henrique Tomaz do Amaral Silva;1;3;;;;
K4702662Z2;Pedro Klecius Farias Cardoso;1;0;;Brasil;2002;2005

K4700264E0;Ana Claudia da Silva Gomes;1;0;;;;
K4105589D9;Fernando Vasconcelos Mendes;1;0;;;;
K4770296J6;Francine Ferreira VAZ;1;0;;;;
K4758749Z1;Renato Camargo Giacomini;1;0;;Brasil;1993;1999

K4267875T6;Ricardo Bedin França;1;0;;Brasil;2009;2012

K4770243A3;Rogerio Seiji Higa;1;0;;;;
K4735072U8;Pedro Germano Moraes Cardoso Leal;1;0;;;;
K4778510E0;Rodrigo Bruno Zanin;1;5;;Brasil;2009;2012

K4769176Y6;Rosiery da Silva Maia;1;0;;Brasil;2009;2012

K4708332A8;Ross Alves do Nascimento;1;0;;Brasil;2003;2007

K4756550D3;Rubens Spin Neto;1;16;;Brasil;2008;2011

K4767949Z3;Sérgio Murilo Maciel Fernandes;1;0;;Brasil;2001;2007

K4727731T4;Sergio Takeo Kofuji;1;10;;Brasil;1990;1995

K4702574D0;Caio Sérgio de Vasconcelos Batista;1;0;;;;
K4767491H0;Heli Meurer;1;0;;;;
K4472438Y9;Anderson Menezes da Silva;1;0;;;;
K4700045Z0;Lara Schibelsky Godoy Piccolo;1;9;;;;
K4721863E9;Hugo Xavier Rocha;1;0;;;;
K4707269T5;Denis Teixeira Franco;1;0;;Brasil;2005;2008

K4420605D7;Rafael Lemos Paes;1;0;;;;
K4702957Z6;Sandra Sayuri Sato;1;0;;;;
K4767562E8;Cid da Silva Garcia Monteiro;1;0;;Brasil;2004;2009

K4778671A1;Rosilane Ribeiro da Mota;1;0;;;;
K4764851A0;Alex Sander Barros Queiroz;1;0;;;;
K4260670J3;Jonas Guedes Borges da Silva;1;6;;;;
K4269594J1;Rafael Silveira Xavier;1;0;;;;
K4237063T4;Alexandre Soares Alves;1;0;;Brasil;2002;2007

K4765716P9;Andréia Dal Ponte Novelli;1;0;;;;
K4773009D5;André Vital Saúde;1;0;;Brasil;2003;2006

K4793916H5;Carlos Alberto Brandão Barbosa Leite;1;0;;Brasil;1998;2005

K4709057U1;Alberto Pucci Junior;1;0;;Brasil;1996;2000

K4760827U1;Alexandre Andrade Pires;1;0;;Brasil;2006;2012

K4728687Y4;Amaury Kruel Budri;1;0;;Brasil;1991;1994

K4721407H1;Eudes Prado Lopes Filho;1;0;;Brasil;1993;1996

K4703220J3;Eugenio Miguel Santomauro Vaz;1;;;Brasil;2001;2005

K4767783J6;Fabiano Cavalcanti Fernandes;2;0;;Brasil;2008;2012

K4763451H7;Fernando Ferreira de Carvalho;2;0;;Brasil;2005;2010

K4788598J3;Flavio Henrique Vasconcelos;2;0;;Brasil;1990;1994

K4711539J6;Flávio Morgado;1;0;;Brasil;2004;2008

K4728230E6;Gesil Sampaio Amarante Segundo;1;0;;Brasil;1997;2000

K4781461Y6;Getúlio Vargas Loureiro;1;0;;Brasil;1988;1993

K4788589T2;Gilberto Pires de Azevedo;2;0;;Brasil;1992;1998

K4795639A6;Haroldo de Faria Junior;1;0;;Brasil;1999;2005

K4785097E6;Hermes Aguiar Magalhães;1;1;;Brasil;2002;2008

K4785802Y2;Isabel Cristina Fonseca da Cruz;1;15;;Brasil;1990;1993

K4787768P0;João Batista Aparecido;1;0;;Brasil;1986;1988

K4760837Y6;João Claudio Chamma Carvalho;1;0;;Brasil;2002;2006

K4792473A0;João José Neto;1;0;;Brasil;1975;1980

K4783420E9;João Marques de Carvalho;1;0;;Brasil;1980;1984

K4723226H7;Jose Ricardo Descardeci;1;0;;Brasil;1992;1996

K4264264E3;Júlio Tanomaru;1;0;;Brasil;1992;1996

K4770634Z4;Karla Vittori;1;5;;Brasil;2000;2005

K4125034H6;Leandro Bento Sena Marques;1;0;;Brasil;2005;2010

K4707900U4;Leonardo de Mello Honório;2;0;;Brasil;2000;2002

K4770520E6;Lilian Tais de Gouveia;1;0;;Brasil;2002;2006

K4763193D9;Linnyer Beatrys Ruiz;1;19;;Brasil;2000;2003

K4795812Y2;Luciana Ribeiro Veloso;1;0;;Brasil;2004;2009

K4774265P5;Sergio de Lemos Campello;2;0;;Brasil;2007;2012

K4758720P9;Renata Sampaio da Rocha Ruiz;1;0;;Brasil;2007;2011

K4707552H6;Luiz Alberto Pinto;1;0;;Brasil;2006;2011

K4792945H2;Luiz Corrêa Lima;1;0;;Brasil;1994;2000

K4716451H6;Celso Olivete Júnior;1;0;;Brasil;2005;2009

K4769821Y4;Marco José de Sousa;1;0;;Brasil;2003;2008

K4779614P1;Angélica Baptista Silva;1;0;;Brasil;2009;2013

K4744357Y8;Fábio Lumertz Garcia;1;0;;;;
K4131639U4;Daniel Bruno Alves dos Santos;1;0;;;;
K4707282E4;Márcia Rodrigues Notare;2;0;;Brasil;2004;2009

K4737486P3;Claudio Fernando Andre;1;0;;Brasil;2004;2009

K4727959A2;Márcio Fantini Miranda;1;0;;Brasil;1996;2000

K4727958H6;Anderson Coser Gaudio;1;12;;Brasil;1992;1998

K4799244P3;Marcos Alberto Lopes da Silva;1;0;;Brasil;1999;2003

K4767242P6;Mário Eduardo Bordon;1;0;;Brasil;1994;2004

K4787020J5;Maria de Fatima Queiroz Vieira;1;0;;Brasil;1981;1985

K4232249Y7;Edmir Ximenes;1;0;;Brasil;2001;2006

K4701779H4;Pedro Mitsuo Shiroma;1;0;;Brasil;2003;2009

K4207441P9;Anna Carolina Faleiros Martins;1;0;;;;
K4787788A6;Michael Anthony Stanton;4;0;;Inglaterra;1968;1971

K4761166H3;Mirna Tonus;1;4;;Brasil;2003;2007

K4702557T8;César Augusto Otero Vaghetti;1;0;;;;
K4507805P9;Viviane Lucy Santos de Souza;1;0;;;;
K4791965U0;Pedro Frosi Rosa;1;9;;Brasil;1991;1995

K4794092U2;Renê Pegoraro;1;0;;Brasil;1997;2001

K4765815H5;Ricardo Marcelo da Silva;1;0;;Brasil;2005;2010

K4736006Y4;Rodrigo Santos Costa;1;2;;Brasil;2006;2012

K4787919Z4;Carlos Alberto Malcher Bastos;1;0;;Brasil;1990;1997

K4779499J7;Christiane Ferreira Lemos;1;0;;Brasil;2008;2013

K4744178A9;Sandro Renato Dias;1;0;;Brasil;2008;2012

K4755113T2;Nara Miranda Portela;1;3;;;;
K4504247U6;Fábio Cassarotti Parronchi Navarro;1;0;;;;
K4780854E1;Udo Fritzke Junior;1;0;;Brasil;1997;2001

K4711174Y2;Euler Guimaraes Horta;1;0;;;;
K4763011T5;André Vargas Abs da Cruz;4;0;;Brasil;2004;2007

K4584018Z4;Diego Ferreira dos Santos;1;0;;Brasil;2003;2009

K4700067D1;Domingos Sálvio Carrijo;1;0;;Brasil;2004;2008

K4705798H6;Vinicius Duarte Lima;1;0;;;;
K4798798Y3;Dalton Vinicius Kozak;1;0;;Brasil;2007;2010

K4796576Y1;Elias Estevao Goulart;1;0;;Brasil;1993;1998

K4792627J4;Casimiro de Almeida Barreto;1;1;;;;
K4139842D3;Carlos Eduardo Francischetti;1;2;;;;
K4424386P0;Rodrigo Luis Alves Cardoso;1;0;;;;
K4787963Y3;Emanuel Rocha Woiski;1;0;;Brasil;1983;1988

K4776371Z8;Angela Hum Tchemra;1;0;;Brasil;2004;2009

K4723892H3;Edilson Reis Rodrigues Kato;1;0;;Brasil;1994;1999

K4709311D5;Alessandro Brawerman;1;0;;Brasil;2001;2005

K4716849D9;Edson Mintsu Hung;1;7;;Brasil;2007;2012

K4215023P7;Kalina Saraiva de Lima;1;0;;;;
K4774252Z4;Tiago Figueiredo Vieira;1;0;;;;
K4204231J2;Ioná Maghali Santos de Oliveira;1;0;;;;
K4704352Z5;Edinei Gonçalves Lemes;1;0;;;;
K4707972Z8;Gilmar Luiz Vassoler;1;2;;;;
K4259861T1;Edwaldo Costa;1;49;;;;
K4778697U7;Luciana Aparecida Palharini;1;0;;;;
K4264549H4;Amelia Naomi Onohara;1;0;;Brasil;2007;2011

K4282869D5;Igor de Oliveira Knop;2;0;;;;
K4232339J9;Ricardo Barroso Leite;1;0;;;;
K4711884T8;Fábio Farias Pereira;1;0;;;;
K4209827Z5;Rodrigo Soares Semente;1;0;;;;
K4790168U2;Eugênio Rodrigo Zimmer Neves;1;0;;Brasil;1996;1999

K4138354Y3;Fernando Teubl Ferreira;1;4;;Brasil;2007;2011

K4727026P8;Francisco Ferraz Laranjeira Barbosa;1;0;;Brasil;1998;2002

K4735301Y4;Getulio de Souza Nunes;1;1;;Brasil;1999;2002

K4701510E1;Graciana Simoni Fischer;1;0;;Brasil;2001;2007

K4778746E8;Griselda Esther Jara de Garrido;2;0;;Argentina;1993;1998

K4781138J1;Guilherme Vilar;3;5;;Brasil;1986;1990

K4771570H1;Igor Monteiro Moraes;7;13;PQ-2
;Brasil;2006;2009

K4735838Y0;Jefferson Manhães de Azevedo;1;0;;Brasil;2003;2009

K4796453P5;Joao Marcos de Almeida;2;4;;Brasil;1999;2005

K4795876A5;Jorge Rady de Almeida Junior;3;7;;Brasil;1991;1995

K4756547U5;José Iesca Rodrigues;1;0;;Brasil;2002;2004

K4787720Z3;Jose Reinaldo Silva;2;18;;Brasil;1988;1992

K4772593P5;Julio Cesar Mendonça Gralha;1;0;;Brasil;2006;2009

K4784165P3;Jussara Pimenta Matos;1;0;;Brasil;2000;2005

K4705768E8;Lucilene Ferreira Mouzinho;1;0;;Brasil;2003;2007

K4781144A8;Luis Felipe Magalhães de Moraes;1;0;;Brasil;1976;1981

K4793502Y1;Luiz Affonso Henderson Guedes de Oliveira;7;0;;Brasil;1994;1999

K4706927P2;Luiz Brunelli;1;0;;Brasil;2001;2005

K4705021Z7;Luiz Fernando Araujo Oliveira;1;0;;Brasil;2002;2007

K4797752Y6;Marcelo Arturo Jara Perez;1;0;;Chile;1992;1997

K4795374Y4;Marcelo Neujahr Agostini;1;0;;Brasil;1997;2002

K4778772A3;Marcelo Stehling de Castro;1;0;;Brasil;2006;2010

K4750061D7;Nelson Granemann Casagrande;1;0;;Brasil;2000;2005

K4763521T2;Rafael Luiz Cancian;3;0;;Brasil;2008;2011

K4757818J8;Rondineli Rodrigues Pereira;1;0;;Brasil;2009;2011

K4711730E6;Yvo Marcelo Chiaradia Masselli;2;0;;Brasil;2005;2009

K4723192T4;Fabio Camargo Bandeira Villela;1;0;;;;
K4791861Y0;Adao Antonio de Souza Junior;1;0;;Brasil;2000;2005

K4730883D3;Anderson Anjos da Silva;1;0;;Brasil;2004;2011

K4791873Y9;Christine Córdula Dantas;1;0;;Brasil;1996;2001

K4778776Z6;Ricardo da Silva Santos;2;0;;Brasil;2003;2007

K4764360U3;Domingos Sárvio Magalhães Valente;1;0;;Brasil;2007;2010

K4138134A4;Lincoln Machado de Araújo;1;0;;;;
K4700241P6;Rodrigo Funabashi Jorge;1;0;;;;
K4771416P6;Igor David Brito Caldeira;1;0;;;;
K4731652J2;Rodrigo Filev Maia;1;0;;Brasil;2005;2010

K4766106U0;Rodrigo Martins Fernandes;1;0;;Brasil;2002;2008

K4758538U9;Guilherme Costa Silva;1;4;;;;
K4783949U7;Valentin Obac Roda;5;0;;França;1979;1983

K4744396E8;Silvio Bortoleto;1;0;;Brasil;2005;2010

K4751829J5;Tânia Lúcia Monteiro;1;0;;Brasil;2010;2011

K4723696E6;Ramon Pereira da Silva;1;0;;;;
K4121190T7;Tiago Semprebom;2;0;;Brasil;2007;2012

K4762099H8;Marcelo Maciel Amaral;1;0;;;;
K4750745J5;Vanessa Testoni;1;4;;Brasil;2006;2011

K4783195D8;Wladimir Seixas;1;0;;Brasil;1989;1993

K4145935D3;Bruno Corrêa Quint;1;0;;;;
K4133388H6;Carlos André Guerra Fonseca;1;0;;Brasil;2008;2012

K4248812H2;Vítor Gouvêa Andrezo Carneiro;1;0;;;;
K4785871T8;Cláudio Rodrigues Muniz da Silva;1;0;;Brasil;1999;2003

K4707794Y4;Claudio Eduardo Goes;1;7;;Brasil;2002;2007

K4737264J5;Rodrigo Ribeiro de Oliveira;1;7;;;;
K4777994J3;Joao Paulo Leonardo de Oliveira;1;0;;;;
K4258464T5;Wellington Cardia;1;0;;;;
K4760314D5;Alexandre Reche e Silva;1;0;;Brasil;2003;2007

K4509820H8;Vilson Heck Junior;2;2;;;;
K4759872Z0;Renato Sebastião Saladino;1;0;;;;
K4737547T5;Jadsonlee da Silva Sá;1;0;;;;
K4237443Z6;Marcio Augusto de Deus;1;0;;;;
K4702368E3;Larissa de Matos Guedes;1;0;;;;
K4706631D4;Carlos Magno de Lima;3;0;;Brasil;2002;2005

K4762975U6;Diego Rodrigo Cabral Silva;1;0;;Brasil;2005;2008

K4772294D3;Eden Ricardo Dosciatti;1;0;;;;
K4772102H5;Ricardo de Carvalho Destro;1;3;;;;
K4703656Z4;Elpidio Inacio Fernandes Filho;1;20;;Brasil;1989;1996

K4211729Z1;Maurílio José Inácio;1;0;;;;
K4576642J3;João de Jesus dos Santos;1;0;;;;
K4707334U1;Andrei Santos de Morais;1;4;;Brasil;2000;2005

K4706941A9;Claunir Pavan;1;5;;Brasil;2006;2011

K4782996D2;Cristian Koliver;2;5;;Brasil;1997;2001

K4703650D8;Cíntia Borges Margi;2;0;;Brasil;2001;2006

K4770548J8;Rogério Pinto Alexandre;1;0;;;;
K4781418A3;Alex Andre Schmidt;1;16;;Brasil;1988;1993

K4459143Z7;Paulo Roberto Moutinho de Vilhena;1;0;;;;
K4763948P2;João Ferreira de Santanna Filho;1;0;;;;
K4721163U9;Renato Dutra Pereira Filho;1;0;;;;
K4267110E9;Fábio José Justo dos Santos;1;0;;;;
K4728214T9;Alexandre José Tiberti;1;0;;Brasil;1998;2003

K4245109E0;Osmam Brás de Souto;2;0;;;;
K4556006H9;Joilson Batista de Almeida Rêgo;1;0;;;;
K4203057P6;Renan Augusto Starke;1;3;;;;
K4716738A6;Luciano Ogiboski;1;0;;;;
K4751600U6;Marco Paulo Soares Gomes;1;0;;;;
K4242884A5;Marcelo Vieira Bravim;1;0;;;;
K4799406A3;Flávio Pandur Albuquerque Cabral;1;0;;Brasil;2001;2006

K4793437U6;Francisco de Assis Zampirolli;1;6;;Brasil;1998;2003

K4704006E8;Gustavo Sousa Pavani;1;9;;Brasil;2003;2006

K4770851J3;João Porto de Albuquerque;4;0;;Brasil;2002;2006

